SRR1170742,SRR1170744,SRR1170762,SRR1174772,SRR1174773,SRR1174777,SRR1179197,SRR1179198,SRR1179199,SRR1171629,SRR1171630,SRR1171631
LOC_Os07g15280.MSUR7,0,0,65,2,85,7,13,94,15,0,15,270
LOC_Os07g15320.MSUR7,0,12,8,1,0,25,0,0,0,0,6,46
LOC_Os07g15330.MSUR7,0,0,0,7,6,0,0,0,0,0,0,4
LOC_Os07g15370.MSUR7,2,6131,50635,508,41953,588,68,1963,755,14,35043,21572
LOC_Os07g15400.MSUR7,2,1,65,0,58,0,0,21,2,0,0,53
LOC_Os07g15430.MSUR7,809,398,8954,7912,14848,62,198,62,14,2549,2056,3399
LOC_Os07g15440.MSUR7,0,0,34,1,8217,0,0,0,0,0,1,2
LOC_Os07g15460.MSUR7,18,30,870,123293,1934,52,242,748,32,50,14374,2141
LOC_Os07g15490.MSUR7,876,454,8257,7341,14706,126,2476,2529,302,5356,8524,17552
LOC_Os07g15500.MSUR7,129,86,826,1230,595,4,91,235,7,1213,2381,2376
LOC_Os07g15530.MSUR7,0,0,12582,0,45,547,2,15,0,0,2,65699
LOC_Os07g15540.MSUR7,4,0,26,0,0,0,2,2,0,26,8,435
LOC_Os07g15570.MSUR7,2,8,80,41,129,0,13,62,6,19,134,178
LOC_Os07g15580.MSUR7,0,2,8,1,19,0,8,0,0,0,2,8
LOC_Os07g15590.MSUR7,0,0,0,1,0,0,0,2,2,9,12,42
LOC_Os07g15600.MSUR7,752,386,6849,5426,9825,100,6182,11874,338,4162,6210,13780
LOC_Os07g15610.MSUR7,0,0,0,1,0,0,0,0,0,2,1,1
LOC_Os07g15640.MSUR7,69,126,418,245,493,12,322,535,43,499,792,792
LOC_Os07g15650.MSUR7,0,0,0,0,2,0,0,0,0,0,1,12
LOC_Os07g15670.MSUR7,4675,182,10907,33426,15745,116,12253,3991,65,15940,2623,12168
LOC_Os07g15680.MSUR7,90,29,2905,935,468,70,132,725,30,783,1215,4817
LOC_Os07g15770.MSUR7,22,0,75,52,0,0,8,2,0,170,1,11
LOC_Os07g15820.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g15860.MSUR7,0,0,2,0,0,0,0,0,0,0,1,0
LOC_Os07g15870.MSUR7,0,0,1,1,0,0,0,0,0,1,1,0
LOC_Os07g15880.MSUR7,4834,1461,35795,16462,59057,560,32208,55092,2449,15675,56069,49206
LOC_Os07g15920.MSUR7,0,2,3,0,2,0,0,0,0,1,13,1
LOC_Os07g15930.MSUR7,0,0,0,27,0,0,0,0,0,249,681,15
LOC_Os07g15940.MSUR7,46,97,40,104,4,0,0,0,0,246,2257,42
LOC_Os07g15950.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g15959.MSUR7,0,0,0,12,0,0,0,2,0,5,0,0
LOC_Os07g15970.MSUR7,1122,5,3,1,3,0,43,66,7,3,21,4
LOC_Os07g15980.MSUR7,32,4,64,5010,2,5,0,0,0,0,0,19
LOC_Os07g16030.MSUR7,117,55,1063,1980,1923,26,57,200,8,38,336,664
LOC_Os07g16040.MSUR7,1255,502,8512,9447,7339,86,4372,4628,375,3567,17450,13891
LOC_Os07g16130.MSUR7,1045,119,2864,12707,5301,52,6193,1189,41,8408,2068,4596
LOC_Os07g16140.MSUR7,932,264,3465,9314,6880,64,5130,6410,251,7690,9371,12707
LOC_Os07g16150.MSUR7,560,90,2342,3001,3410,37,2370,1079,76,2663,2636,3428
LOC_Os07g16180.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g16210.MSUR7,0,0,0,1,6,0,2,2,0,0,0,5
LOC_Os07g16224.MSUR7,1108,411,3802,6489,4642,60,9705,11641,759,4346,3608,6142
LOC_Os07g16260.MSUR7,0,0,2,0,0,0,0,0,0,0,0,2
LOC_Os07g16270.MSUR7,0,0,1,0,0,0,0,0,0,0,0,0
LOC_Os07g16330.MSUR7,0,0,0,0,0,0,0,0,2,0,0,0
LOC_Os07g16364.MSUR7,199,76,2861,2786,3366,34,0,0,0,3314,2140,8699
LOC_Os07g16380.MSUR7,0,0,0,0,1,0,0,0,0,0,0,1
LOC_Os07g16420.MSUR7,0,0,0,6,19,0,6,18,0,0,1,4
LOC_Os07g16600.MSUR7,0,0,0,0,0,0,0,0,0,50,335,10
LOC_Os07g16740.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g16760.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g16790.MSUR7,0,0,1,0,0,0,0,0,0,0,0,1
LOC_Os07g16800.MSUR7,0,0,7,40,81,0,8,9,2,1,0,0
LOC_Os07g16820.MSUR7,0,0,0,8,2,0,0,3,0,0,0,0
LOC_Os07g16920.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g16930.MSUR7,0,0,0,0,0,0,1,2,0,2,0,7
LOC_Os07g16950.MSUR7,1374,732,9299,6940,15356,210,6161,17194,2022,11198,11162,18539
LOC_Os07g16960.MSUR7,360,165,2075,2620,1846,23,1177,2359,111,1791,2362,2846
LOC_Os07g16970.MSUR7,54,121,3081,2566,3581,115,62,1922,36,1667,8493,17907
LOC_Os07g16980.MSUR7,0,0,0,0,1,0,0,0,0,0,1,1
LOC_Os07g17000.MSUR7,0,0,0,0,0,0,0,0,0,1,0,0
LOC_Os07g17010.MSUR7,0,44,405,0,8,6,0,28,44,4,8,14
LOC_Os07g17020.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g17040.MSUR7,4,103,103,0,51,1,14,89,14,32,56,921
LOC_Os07g17060.MSUR7,0,0,0,0,2,0,0,0,0,2,0,3
LOC_Os07g17070.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g17120.MSUR7,0,0,1801,3,87,48,0,333,0,0,3,3812
LOC_Os07g17130.MSUR7,775,411,3741,4399,4063,56,5824,6954,609,2135,3839,5057
LOC_Os07g17160.MSUR7,1,0,939,0,2,0,0,0,0,0,2,962
LOC_Os07g17170.MSUR7,0,0,16,0,2,0,0,0,0,0,0,20
LOC_Os07g17180.MSUR7,0,0,30,0,4,0,0,130,0,0,0,20
LOC_Os07g17184.MSUR7,0,0,2,0,10,2,0,12,4,2,2,4
LOC_Os07g17210.MSUR7,0,0,668,1562,1007,12,27,185,42,1,232,1470
LOC_Os07g17220.MSUR7,0,0,0,1045,611,25,402,296,102,156,1369,161
LOC_Os07g17230.MSUR7,16,230,318,38,290,8,336,1075,213,93,1815,559
LOC_Os07g17250.MSUR7,0,0,0,6976,2630,20,135,10,18,2711,3393,2581
LOC_Os07g17280.MSUR7,45,110,268,442,455,20,155,365,105,218,756,440
LOC_Os07g17300.MSUR7,0,0,651,0,33,0,0,6,0,0,0,2029
LOC_Os07g17310.MSUR7,1,0,12260,0,428,334,12,253,7,1,0,13256
LOC_Os07g17320.MSUR7,0,0,1,0,24,0,0,2,0,1,1,2
LOC_Os07g17330.MSUR7,3070,322,17309,9064,19932,142,1087,5291,592,4697,5190,13343
LOC_Os07g17370.MSUR7,0,0,4,0,0,0,0,0,0,0,0,0
LOC_Os07g17380.MSUR7,0,0,1,7,8,0,1,4,0,1,2,0
LOC_Os07g17390.MSUR7,150,37,981,685,2097,4,4081,3051,88,271,530,1662
LOC_Os07g17400.MSUR7,349,230,1449,4209,3799,62,2882,4496,530,2091,3235,3690
LOC_Os07g17410.MSUR7,0,0,0,6,1,0,0,0,0,2,9,4
LOC_Os07g17420.MSUR7,0,0,0,0,2,0,0,2,0,0,0,0
LOC_Os07g17430.MSUR7,0,0,0,30,13,0,0,0,0,0,0,0
LOC_Os07g17450.MSUR7,0,0,0,0,3,0,218,63,1,0,0,0
LOC_Os07g17460.MSUR7,0,0,146,0,29,0,0,12,0,0,2,413
LOC_Os07g17470.MSUR7,0,0,0,0,2,0,0,3,0,2,0,121
LOC_Os07g17490.MSUR7,0,0,251,0,8,0,0,3,0,0,0,0
LOC_Os07g17520.MSUR7,0,0,5,0,1,0,0,6,0,0,0,26
LOC_Os07g17550.MSUR7,0,0,2,0,0,0,0,0,0,9,3,2
LOC_Os07g17560.MSUR7,62,73,926,0,8,12,2,4,0,1488,1257,2322
LOC_Os07g17680.MSUR7,2,0,2,30,392,0,8,33,6,0,0,0
LOC_Os07g17689.MSUR7,2,0,20,668,2358,12,102,80,22,4,6,46
LOC_Os07g17740.MSUR7,0,0,2,0,2,0,0,0,0,0,0,0
LOC_Os07g17760.MSUR7,0,0,0,1,0,0,0,0,0,0,0,0
LOC_Os07g17770.MSUR7,160,40,1117,1644,1559,10,30,5,0,0,0,0
LOC_Os07g17900.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g17970.MSUR7,738,2285,945,8462,1312,28,2233,541,73,3278,7979,483
LOC_Os07g18040.MSUR7,0,0,0,1,0,0,0,0,0,0,0,0
LOC_Os07g18050.MSUR7,765,662,5085,4924,7388,120,3404,8452,2728,2750,33136,9394
LOC_Os07g18070.MSUR7,22,0,3829,2,104,43,0,124,0,10,16,4585
LOC_Os07g18110.MSUR7,11,18,50,0,10,2,4,15,0,1,91,389
LOC_Os07g18120.MSUR7,85,42,3362,1326,5952,24,455,5530,1763,1699,7496,7283
LOC_Os07g18130.MSUR7,0,0,3,0,2,0,0,0,0,0,0,3
LOC_Os07g18154.MSUR7,32,24,2181,102,1477,20,10,312,57,66,259,3016
LOC_Os07g18158.MSUR7,4,0,286,0,0,4,47,6,13,48,107,997
LOC_Os07g18162.MSUR7,36,10,1407,308,3943,77,191,683,88,182,183,6008
LOC_Os07g18180.MSUR7,0,0,0,0,0,1,0,0,0,2,4,6
LOC_Os07g18230.MSUR7,1454,6,9611,7562,6176,24,1912,270,106,5154,16256,3270
LOC_Os07g18240.MSUR7,422,2,1337,1653,1043,2,916,38,12,1457,2935,563
LOC_Os07g18250.MSUR7,437,327,2978,4509,3532,76,1601,4512,356,1818,3634,5022
LOC_Os07g18260.MSUR7,0,0,3,100,138,0,0,4,0,0,0,6
LOC_Os07g18300.MSUR7,176,90,897,2650,2609,33,7,37,1,1433,954,2147
LOC_Os07g18460.MSUR7,17,1,107,4,14,0,0,23,0,0,0,4
LOC_Os07g18480.MSUR7,0,0,4,0,0,0,0,0,0,0,0,4
LOC_Os07g18510.MSUR7,172,58,806,0,0,2,0,0,0,492,998,1216
LOC_Os07g18540.MSUR7,0,0,4,4,17,2,0,0,0,0,0,33
LOC_Os07g18550.MSUR7,0,0,0,1,1,0,0,0,0,0,0,0
LOC_Os07g18560.MSUR7,10,58,70,7,52,0,1,0,0,8,500,175
LOC_Os07g18570.MSUR7,11,0,15,1144,96,0,172,8,0,0,0,0
LOC_Os07g18580.MSUR7,0,0,0,16,0,0,0,0,0,0,0,0
LOC_Os07g18590.MSUR7,0,0,2,17,13,3,0,0,0,0,0,11
LOC_Os07g18600.MSUR7,6,0,16,0,1,0,0,0,0,0,0,67
LOC_Os07g18610.MSUR7,0,0,172,0,0,0,0,0,0,0,0,144
LOC_Os07g18630.MSUR7,0,0,1,0,0,0,0,0,0,0,0,2
LOC_Os07g18660.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os07g18670.MSUR7,0,0,21,1,8,0,0,0,0,0,0,185
LOC_Os07g18710.MSUR7,44,38,179,135,170,4,258,493,30,131,536,393
LOC_Os07g18720.MSUR7,3084,371,5982,11388,6816,76,8761,3495,57,13253,1417,7419
LOC_Os07g18750.MSUR7,2,3114,573,40,502,20,0,8527,524,11,103025,2557
LOC_Os07g18820.MSUR7,2,0,11,4,0,2,64,67,9,2,0,0
LOC_Os07g18860.MSUR7,0,0,0,4,4,0,0,0,0,0,0,0
LOC_Os07g18874.MSUR7,72,0,1333,678,832,6,1581,1148,0,1562,0,704
LOC_Os07g18930.MSUR7,768,243,5780,3802,6396,66,10,14,4,0,0,0
LOC_Os07g18944.MSUR7,269,130,1287,10635,7372,83,5,8,0,1989,2116,3921
LOC_Os07g18960.MSUR7,53,25,244,0,0,0,1,2,0,4,18,8
LOC_Os07g18980.MSUR7,28,11,161,924,1095,12,0,0,0,0,1,0
LOC_Os07g18990.MSUR7,620,2934,627,8199,1402,20,1560,96,364,2922,28594,901
LOC_Os07g19000.MSUR7,11,845,132,6,320,2,28,6,4,22,2826,6
LOC_Os07g19030.MSUR7,865,156,3945,3051,3106,10,4935,4634,90,2582,1411,6322
LOC_Os07g19040.MSUR7,10,0,27,96,23,0,13,7,0,37,85,20
LOC_Os07g19050.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g19060.MSUR7,1646,723,12752,11795,12421,160,1912,4408,362,4460,7430,14900
LOC_Os07g19070.MSUR7,480,124,4415,2332,3698,40,1343,4579,116,1446,2218,7217
LOC_Os07g19080.MSUR7,0,0,0,0,4,0,0,0,0,0,0,0
LOC_Os07g19130.MSUR7,0,0,1,2,6,2,0,7,0,1288,1422,3304
LOC_Os07g19160.MSUR7,4,0,35,120,14,0,0,0,0,0,0,18
LOC_Os07g19170.MSUR7,0,0,0,0,1,0,0,0,0,0,0,0
LOC_Os07g19190.MSUR7,2268,1076,12071,14608,17892,144,7646,15957,1503,7965,12270,14425
LOC_Os07g19210.MSUR7,4025,195,3136,9516,1130,8,0,0,0,24,4,589
LOC_Os07g19220.MSUR7,137,5,146,749,146,0,0,0,0,0,0,0
LOC_Os07g19290.MSUR7,0,0,0,1,0,0,0,0,0,0,0,0
LOC_Os07g19310.MSUR7,1,0,4,0,0,0,2,5,0,0,0,0
LOC_Os07g19320.MSUR7,0,8,0,4,2,16,0,0,0,0,15,22
LOC_Os07g19330.MSUR7,0,0,2,0,0,0,0,0,0,0,0,4
LOC_Os07g19350.MSUR7,0,0,0,0,0,0,0,0,0,2,0,0
LOC_Os07g19390.MSUR7,0,0,0,0,4,0,0,84,0,0,0,0
LOC_Os07g19400.MSUR7,114,158,1472,878,1235,18,1103,1996,129,688,1623,3318
LOC_Os07g19410.MSUR7,0,0,0,0,2,0,0,3,0,2,6,9
LOC_Os07g19444.MSUR7,661,242,3098,7486,3329,44,1862,1454,232,2090,3077,7090
LOC_Os07g19460.MSUR7,529,166,2245,2883,2040,12,1384,1844,113,1545,1936,3428
LOC_Os07g19470.MSUR7,1276,470,6739,8666,7662,107,10013,7766,1068,3743,4974,9045
LOC_Os07g19480.MSUR7,0,0,0,0,0,0,11,4,0,0,0,0
LOC_Os07g19494.MSUR7,919,230,7108,6135,6694,64,2830,3741,169,3359,3107,9800
LOC_Os07g19520.MSUR7,0,0,1,26,25,2,0,0,0,2,0,0
LOC_Os07g19530.MSUR7,1002,1236,6202,6461,7349,187,2885,4363,2032,4578,8060,9772
LOC_Os07g19540.MSUR7,10,1,28,713,184,0,7,39,2,367,321,429
LOC_Os07g19550.MSUR7,0,1,1,204,120,0,0,0,0,94,150,70
LOC_Os07g19560.MSUR7,648,268,2708,7066,5518,55,17789,11222,1579,4015,5157,7402
LOC_Os07g19570.MSUR7,0,0,4,0,1,0,0,0,0,0,0,1
LOC_Os07g20100.MSUR7,22,32,146,1368,48,2,0,0,0,0,0,1
LOC_Os07g20110.MSUR7,0,0,12035,0,0,4,0,6,4,0,0,4475
LOC_Os07g20120.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os07g20130.MSUR7,0,0,269,0,5661,8,10,10437,0,0,0,40937
LOC_Os07g20135.MSUR7,0,0,0,0,0,0,0,0,0,0,1,2
LOC_Os07g20140.MSUR7,0,0,0,0,0,0,0,0,0,0,2,0
LOC_Os07g20150.MSUR7,639,122,1737,3148,2343,36,4838,3921,352,3102,2540,3903
LOC_Os07g20160.MSUR7,0,0,8,0,3,2,0,0,0,0,0,0
LOC_Os07g20164.MSUR7,0,0,0,0,0,0,2,1,0,1,0,0
LOC_Os07g20170.MSUR7,0,0,2,0,3,0,37,1134,28,0,8,1
LOC_Os07g20180.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g20220.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g20260.MSUR7,0,0,0,0,0,0,0,0,2,0,1,0
LOC_Os07g20270.MSUR7,0,0,480,2,52,8,0,102,0,0,0,1595
LOC_Os07g20290.MSUR7,0,0,14,0,44,0,2,48,0,2,10,83
LOC_Os07g20310.MSUR7,128,68,1165,3111,2422,26,48,90,6,523,1279,3405
LOC_Os07g20340.MSUR7,39,0,10,265,31,10,10,12,4,316,29,18
LOC_Os07g20410.MSUR7,1614,533,5573,7643,7712,78,9063,4393,496,6784,7906,13614
LOC_Os07g20420.MSUR7,281,78,1260,537,1391,6,680,772,47,648,604,1215
LOC_Os07g20510.MSUR7,392,410,2831,4691,4011,90,710,2504,142,2079,3947,4992
LOC_Os07g20530.MSUR7,0,0,0,6,0,0,0,0,0,3,0,0
LOC_Os07g20544.MSUR7,1365,350,5823,8278,8078,133,3288,8637,308,6053,4207,8697
LOC_Os07g20570.MSUR7,0,0,0,1,3,0,1,1,2,0,3,10
LOC_Os07g20610.MSUR7,0,0,7,0,2,0,114,114,29,2,2,2
LOC_Os07g20640.MSUR7,0,0,0,0,1,0,0,0,0,0,1,0
LOC_Os07g20920.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g21960.MSUR7,0,0,0,0,0,0,0,2,0,0,0,5
LOC_Os07g22024.MSUR7,810,468,5810,6361,6162,98,672,2069,184,4558,5385,9365
LOC_Os07g22120.MSUR7,0,0,0,0,0,0,0,1,0,0,0,0
LOC_Os07g22220.MSUR7,2478,1012,8742,14752,9863,142,16286,16356,1606,7941,8015,16241
LOC_Os07g22224.MSUR7,0,0,6,28,10,2,0,0,0,10,12,80
LOC_Os07g22230.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os07g22240.MSUR7,0,0,2,3,2,0,0,0,0,0,0,0
LOC_Os07g22300.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g22340.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g22350.MSUR7,1209,2805,5597,10071,8899,126,7728,10001,3522,8551,35612,10205
LOC_Os07g22360.MSUR7,0,0,0,0,0,0,0,0,0,0,1,0
LOC_Os07g22390.MSUR7,2036,1458,10919,14103,8362,164,50,88,12,13223,18329,24026
LOC_Os07g22400.MSUR7,27,88,1594,441,3687,40,232,1047,169,198,396,2588
LOC_Os07g22450.MSUR7,0,0,0,2,32,0,83,18,0,2,9,3
LOC_Os07g22460.MSUR7,0,0,2,0,2,0,0,0,0,0,0,5
LOC_Os07g22470.MSUR7,0,0,0,0,5,0,0,0,0,0,0,1
LOC_Os07g22494.MSUR7,4,1,35,3698,5919,18,85,101,1,2593,3023,7476
LOC_Os07g22496.MSUR7,2,0,0,0,0,0,2,0,0,2,0,2
LOC_Os07g22498.MSUR7,3,0,7,6,4,0,20,2,0,45,0,9
LOC_Os07g22504.MSUR7,6,3,35,63,51,2,16,18,1,174,0,48
LOC_Os07g22510.MSUR7,0,42,38,0,0,0,7,10,126,8,17,11
LOC_Os07g22534.MSUR7,812,401,4756,4812,5577,65,1199,2829,213,4506,5175,8280
LOC_Os07g22580.MSUR7,0,56,188,0,80,56,8,191,70,0,18,366
LOC_Os07g22590.MSUR7,0,0,3,0,8,0,0,0,0,0,0,0
LOC_Os07g22600.MSUR7,1891,1073,14388,15468,22512,222,9834,20981,1394,14939,16034,25811
LOC_Os07g22640.MSUR7,3999,2862,20865,19245,31491,488,12818,23549,3081,14882,29735,45467
LOC_Os07g22650.MSUR7,599,8,1318,25331,5316,24,6713,816,36,2818,6,3265
LOC_Os07g22660.MSUR7,21,27,261,144,239,0,11,10,0,32,105,62
LOC_Os07g22670.MSUR7,41,47,462,457,419,10,934,1160,184,309,698,951
LOC_Os07g22680.MSUR7,3,0,12,122,136,24,63,685,9,38,130,535
LOC_Os07g22690.MSUR7,0,0,0,0,5,0,0,0,0,0,0,0
LOC_Os07g22700.MSUR7,953,512,4591,6765,4976,88,7022,8001,805,4315,5140,8621
LOC_Os07g22710.MSUR7,1457,2421,7027,7626,7999,137,2649,4603,1284,2755,23270,11645
LOC_Os07g22720.MSUR7,1688,1171,18626,13691,20129,801,3708,16533,966,7785,11588,33028
LOC_Os07g22730.MSUR7,6,53,402,212,122,7,49,20,69,52,1495,255
LOC_Os07g22770.MSUR7,0,97,402,168,324,10,18,46,22,18,1415,707
LOC_Os07g22840.MSUR7,19,68,837,434,2083,5,94,692,32,72,2232,1969
LOC_Os07g22850.MSUR7,0,0,20,42,24,4,11,23805,14,18,34,193
LOC_Os07g22870.MSUR7,0,0,4,0,0,0,0,0,0,0,0,0
LOC_Os07g22890.MSUR7,0,0,10,0,3,0,1,16,0,1,0,66
LOC_Os07g22900.MSUR7,0,0,2,2,0,0,0,0,0,2,6,7
LOC_Os07g22910.MSUR7,0,0,2,0,0,0,2,0,0,327,690,1743
LOC_Os07g22930.MSUR7,14366,18,21026,157675,33265,805,59446,24801,194,118028,2131,25079
LOC_Os07g22940.MSUR7,0,0,2,0,0,0,1,0,0,1,0,0
LOC_Os07g22950.MSUR7,804,567,7879,5210,8513,107,2660,8978,318,4196,7360,12864
LOC_Os07g23010.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g23100.MSUR7,0,0,0,0,0,0,0,0,4,0,0,0
LOC_Os07g23110.MSUR7,391,448,5410,4707,4755,84,3171,5112,380,1901,3395,9648
LOC_Os07g23120.MSUR7,1163,0,501,25680,265,22,3150,574,2,1700,1,860
LOC_Os07g23130.MSUR7,0,0,0,2,0,0,0,0,0,0,0,0
LOC_Os07g23140.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g23150.MSUR7,225,0,757,2177,188,12,264,66,10,895,2,422
LOC_Os07g23169.MSUR7,389,169,2280,2503,2139,42,2327,3441,176,346,829,929
LOC_Os07g23190.MSUR7,0,0,1,0,1,0,2,648,0,0,0,6
LOC_Os07g23200.MSUR7,888,308,4537,10358,8800,110,2599,8769,503,4269,3075,10630
LOC_Os07g23244.MSUR7,1546,514,12126,8558,14611,134,2952,6293,182,3712,5615,19518
LOC_Os07g23260.MSUR7,0,0,3,0,1,0,0,0,0,12,84,77
LOC_Os07g23340.MSUR7,119,955,1275,1362,2655,20,509,693,470,903,38895,2731
LOC_Os07g23380.MSUR7,0,28,37,105,111,0,3,4,5,50,2093,93
LOC_Os07g23390.MSUR7,0,20,0,0,1,0,6,0,55,2,314,3
LOC_Os07g23410.MSUR7,2,1823,24,12,209,0,146,16,238,10,89992,22
LOC_Os07g23430.MSUR7,6,1738,12,0,32,2,22,4,632,54,36277,20
LOC_Os07g23450.MSUR7,0,0,8,0,0,0,0,0,0,0,18,9
LOC_Os07g23470.MSUR7,0,0,135,10,16,4,6,4,0,14,6,216
LOC_Os07g23485.MSUR7,12,4,50,44,54,12,0,1,0,12,20,60
LOC_Os07g23494.MSUR7,190,77,690,1145,537,8,339,434,59,775,711,871
LOC_Os07g23510.MSUR7,2,0,22,11,9,0,0,0,0,8,0,42
LOC_Os07g23520.MSUR7,4717,265,6069,23769,14879,88,15821,3817,519,17168,3112,8601
LOC_Os07g23530.MSUR7,0,0,0,2,0,0,1,0,0,0,0,0
LOC_Os07g23550.MSUR7,1941,614,7755,11875,11431,129,2136,7436,806,7464,5383,12875
LOC_Os07g23560.MSUR7,0,0,1,1,0,2,0,1,0,0,0,0
LOC_Os07g23570.MSUR7,66,2,78,0,4,2,80,284,12,74,20,76
LOC_Os07g23580.MSUR7,0,0,0,0,0,0,0,0,0,0,0,1
LOC_Os07g23590.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g23600.MSUR7,0,0,0,0,2,0,0,0,0,0,0,0
LOC_Os07g23670.MSUR7,2,0,36,279,204,1,0,0,0,0,0,0
LOC_Os07g23690.MSUR7,2,0,3,47,6,0,0,0,0,0,0,0
LOC_Os07g23710.MSUR7,0,0,0,12,3,0,4,72,4,0,14,4
LOC_Os07g23720.MSUR7,288,257,2063,3014,2561,74,1534,1884,239,998,2893,4429
LOC_Os07g23730.MSUR7,10,8,585,55,3708,52,4,3133,0,12,76,39190
LOC_Os07g23740.MSUR7,463,378,1506,4630,2097,74,11000,10655,1322,2941,6447,5466
LOC_Os07g23760.MSUR7,0,0,2,0,0,0,0,0,0,2,0,3
LOC_Os07g23770.MSUR7,0,14,51,66,451,0,8,158,13,14,128,162
LOC_Os07g23780.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g23790.MSUR7,1465,1544,14458,15924,14688,232,6238,16635,1549,6329,14995,27633
LOC_Os07g23800.MSUR7,0,0,0,1,0,0,0,1,0,0,0,4
LOC_Os07g23810.MSUR7,257,23,501,0,0,8,8,4,0,2288,618,4793
LOC_Os07g23850.MSUR7,4,147,236,4,301,71,0,2,52,48,441,615
LOC_Os07g23860.MSUR7,0,0,0,0,0,0,9,4,0,0,0,0
LOC_Os07g23880.MSUR7,246,1807,8089,971,7749,168,7612,29035,2196,1893,23270,36854
LOC_Os07g23890.MSUR7,0,0,3,0,0,0,0,0,0,0,5,16
LOC_Os07g23900.MSUR7,57,114,719,1024,2273,14,125,171,4,630,1368,3110
LOC_Os07g23910.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g23930.MSUR7,0,0,0,2,0,0,10,10,2,2,0,2
LOC_Os07g23944.MSUR7,2,6065,63,29,97,250,59,984,1500,0,29769,190
LOC_Os07g23960.MSUR7,0,0,0,1,3,0,0,2,0,0,0,7
LOC_Os07g23970.MSUR7,42,4,398,2209,1164,8,360,370,12,264,240,1169
LOC_Os07g23990.MSUR7,6869,940,12164,41903,16467,90,22796,14393,521,37694,1832,16197
LOC_Os07g24000.MSUR7,0,0,186,2,888,4,248,204,22,8,0,4266
LOC_Os07g24030.MSUR7,0,0,0,0,0,1,0,0,0,0,0,0
LOC_Os07g24050.MSUR7,0,0,48,0,3,0,12,539,0,0,21,86
LOC_Os07g24090.MSUR7,140,94,1687,1042,2745,34,518,1566,72,758,1535,3706
LOC_Os07g24140.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os07g24150.MSUR7,0,0,1,1,0,2,0,35,0,0,0,8
LOC_Os07g24160.MSUR7,0,0,0,0,300,0,0,0,0,214,148,641
LOC_Os07g24170.MSUR7,1,0,18,0,0,0,0,32,0,0,0,6
LOC_Os07g24190.MSUR7,3564,4230,53463,16469,66796,900,48178,95060,11277,4588,18590,168594
LOC_Os07g24200.MSUR7,0,0,5,0,2,0,0,0,0,0,0,6
LOC_Os07g24210.MSUR7,0,0,0,0,0,0,0,0,0,2,0,2
LOC_Os07g24230.MSUR7,1034,4,2725,12929,4663,88,1473,25315,36,5516,614,12847
LOC_Os07g24330.MSUR7,0,0,3,0,0,0,0,1,0,0,0,8
LOC_Os07g24350.MSUR7,0,0,5,0,2,0,0,1,0,0,0,4
LOC_Os07g24820.MSUR7,0,6,0,0,1,0,0,0,0,0,0,0
LOC_Os07g24830.MSUR7,2,86,0,0,22,0,0,0,0,0,0,0
LOC_Os07g24890.MSUR7,0,0,0,3,0,2,0,0,0,0,0,2
LOC_Os07g24950.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os07g24992.MSUR7,19,37,273,326,208,14,26,48,20,12,0,24
LOC_Os07g25002.MSUR7,0,0,2,19,13,0,14,6,4,15,3,24
LOC_Os07g25004.MSUR7,0,0,1,6,0,0,0,0,1,19,3,8
LOC_Os07g25006.MSUR7,0,0,2,1,0,0,0,0,0,4,1,0
LOC_Os07g25014.MSUR7,0,0,3,2,1,0,0,1,0,3,0,3
LOC_Os07g25018.MSUR7,0,0,2,10,7,0,0,0,0,2,0,2
