/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171629.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171630.sra.uniq.bam	/home/jolyang/dbcenter/OryzaRNAseq/nivara/SRR1171631.sra.uniq.bam
1	2	16
9495	9250	23205
0	0	0
243	596	837
0	0	0
280	496	1045
5226	8256	12942
0	0	0
0	0	9
2280	3538	2487
19907	53	298
0	0	0
0	0	2
3	13	17
83	4	16
0	0	0
0	0	0
14	334	0
58	135	77
0	0	0
0	2	10
0	0	2
654	756	798
0	0	0
0	0	0
775	974	3423
4	0	6
1	0	0
823	658	1164
2	144	36
0	0	0
0	0	1
5542	8697	8753
6439	11725	20181
2	0	0
110	4	47
5755	6282	9449
70989	31645	41371
0	0	0
688	1966	5261
0	0	930
1	6	8659
14	9	57
95052	47952	3216
190	263	1026
2	4	3
16	13	3
8942	10187	11607
815	4203	27672
2	83	38
35	10471	5277
13227	567	6694
21718	63817	70992
58	412	36
6	50	11
1112	2719	1030
2883	3174	1997
107	1296	879
0	7	12
17	51	158
319	504	727
10873	1496	51356
8867	5746	11219
1146	264	934
0	0	0
19544	1533	1057
1431	1728	66817
11	0	26
3045	3756	21027
31206	157	4650
0	0	0
0	0	0
0	2	3
0	0	0
0	0	0
2	0	4
3443	2095	2102
5827	9436	9626
0	0	0
4793	9153	17864
392	466	301
3394	2	206
0	1	0
0	0	0
2	23	0
0	0	49
6	0	0
0	0	0
0	0	4
0	0	0
4	0	0
0	0	0
0	0	0
17	20	19
0	0	0
78	30	114
4	12	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	0	0
13388	35114	42164
76	3895	7080
44	1334	7069
0	0	0
30	0	44086
2275	5544	1746
7958	3515	2949
171	121	160
11	59	3754
0	0	0
0	0	0
0	0	0
2	28	4
280	83	15616
0	0	0
26	30	9
62	2005	4
96	0	195
0	0	73
248	10	9
161	4	10822
0	0	0
0	0	0
27794	22298	37790
0	1	0
0	0	0
0	2	133
2	0	0
16	15	4051
24	114	178
4	21	23
1	2	37
0	11	2
0	3	0
5592	16647	12158
10677	15411	22230
2228	5295	8854
1487	14462	24880
2	7	1
2	39	19
0	0	0
0	0	0
24	345	12
6006	5028	20960
1036	4923	642
8225	13077	13853
0	0	0
1	0	1
7655	8814	20548
86	2	15336
4	19	32
0	9	0
0	0	0
0	0	0
0	0	0
10	28	104
1194	1811	3063
0	0	0
1	0	0
0	0	76
0	0	0
21	0	8
2	0	0
0	0	1298
0	0	0
0	0	0
74704	320	74
0	4	58
202	44	7792
0	0	13
1	0	130
7242	200	2455
0	0	3
4	6	2
0	0	0
98	26	27
0	0	0
2	9	4
0	0	0
19519	10180	13294
1675	2793	10672
0	0	0
10	14	45
0	0	0
536	715	783
0	0	0
0	0	0
8370	9830	1088
0	0	934
0	0	0
196	93	276
2	0	0
1	0	0
0	0	0
5	5	24
39168	13363	24274
2	2	399
34	72	1751
519	2203	5998
0	0	0
232	304	339
9749	11914	17115
50	1	1774
81	422	18
2	0	0
1317	730	182
0	0	1
1214	1744	2739
13589	4729	9597
941	1534	1123
8148	5447	10353
0	0	0
151	189	199
3435	2745	4416
0	0	0
31	219	445
5912	3414	10227
50	12	26
14	27	25
1329	1464	2762
3156	4138	8463
0	0	3121
15	20	54
16	214	125
2	30	22
0	0	10
0	2	1
15188	4137	21750
0	2	0
2	0	0
24	1	30
2567	3923	8653
0	0	10
0	0	0
71544	31401	44791
328	639	2667
4691	8301	9752
0	0	2
176	240	818
0	1	0
12	20	20
72	14	238
4927	6790	13781
2414	1016	5062
4188	4481	12448
22049	3605	11131
726468	946	691920
1	0	1
1	10	2
7574	9422	13434
22	46	183
292	324	1912
1470	1488	2674
0	0	2
0	0	50
6	0	6
14398	2069	21251
0	0	5
537	6	21
13	2	0
3224	1854	5510
0	0	8
2	4	2
9220	9451	984
18907	62987	37582
19082	63510	38873
24	439	1409
2964	4104	7813
0	0	0
6	0	2
10	18	47
1792	1844	3233
2879	4139	5123
0	1	0
579	571	526
2730	5828	6156
8984	19409	17041
3	3	2
50401	15806	26098
10534	7211	17849
469	1485	5128
216	708	2834
0	0	0
0	0	11
0	0	2
860	102	1710
0	0	0
0	0	0
0	0	0
2	8	469
0	2	101
32	58	1046
0	1	0
16328	26774	30624
2623	2918	226
148	242	235
3067	4434	6570
7664	701	10239
0	0	0
11316	10948	12617
0	1	0
146	9462	4865
9391	9664	13713
6458	8796	19839
6445	7708	21554
1	0	0
5084	70	12522
886	1195	891
42	61	2095
0	0	0
8569	10591	16245
2656	7078	11052
34	82	373
0	0	0
4	122	14
0	0	30
0	0	0
0	0	2
4457	6006	14843
3664	3605	8635
8883	7952	17517
3967	9954	15929
9669	11261	20389
10	104	2097
13278	52303	34445
5794	7042	14118
18	12	70
28	102	12183
430	1119	8931
1400	26	270
0	0	0
2	2	36
1	0	0
315	2099	2871
4	22	34
0	0	0
0	0	8735
0	0	6787
2	0	8
0	0	7214
0	0	0
20	16	11
4693	11121	17452
1	0	10
9	0	1
438	608	1798
7	17	31
0	0	0
4046	2944	8492
0	0	34
61	15	70
0	0	75
0	0	0
0	0	163
1	3	13786
2632	3717	3218
0	0	0
0	0	0
1	3	7
2	1	4
0	0	0
81	129	60
4483	2951	4335
8509	12249	17083
0	4499	2
0	2	1
4	78	0
73	2	37
1	559	0
0	0	6
0	3	0
0	0	0
4	0	11
0	0	7
3	17	287
0	0	0
0	0	3
12	68	7
131	0	6
10972	2908	5846
6916	2588	5782
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3001	2953	6293
5928	5757	9157
0	0	0
0	0	0
0	0	0
0	0	0
0	3	0
5516	11503	12381
1023	3534	10598
4061	11486	12778
46	104	122
2327	2034	4310
2	0	10
62	6	53
2	0	6
6	33	203
23147	23191	37369
0	0	0
0	0	0
0	0	0
0	0	0
46	2	7234
0	0	0
0	2	0
0	2	0
4552	10048	12027
13305	17621	40895
7979	8566	19559
269	258	378
5	13	14
54	144	1316
12979	18191	71259
0	43	3319
14113	17200	27102
8537	112	394
282	464	329
940	1275	911
855	1429	2054
309	6598	1730
134	3319	433
26	224	68
0	4	0
18	85	5604
1804	971	2425
0	0	0
0	0	0
36	5030	951
0	7	2
0	0	0
3	0	23
2006	669	870
6210	8812	12291
3136	39467	18131
0	86	46
0	0	2
0	0	6
0	0	0
2491	5330	5173
3499	2873	4956
12892	7057	12692
172	2553	1540
1	0	0
0	0	0
2	0	409
0	0	80
17898	18125	27290
23	3	54
0	0	0
92	40	41
15098	13938	28651
17	26	248
6	49	199
0	0	6
0	0	0
51	133	159
38	217	347
5526	2245	5430
2295	2962	2288
609	989	937
4971	5835	3646
6708	7677	6054
1566	3605	6380
0	3	2
2	0	0
5	1044	548
0	0	0
1447	2882	1744
1801	5503	9697
0	46	6286
31	22	257
37	0	0
0	0	0
0	0	0
37	0	0
73	437	2459
0	0	1
0	0	3873
0	0	4
0	0	0
0	2	7
0	0	2
309	263	576
77	38	176
0	28	4
0	0	0
376	160	556
46	2817	108
873	1312	7613
73	440	256
1245	3064	6190
1966	3188	1989
938	1604	2814
62	181	2313
2141	2240	4815
0	0	0
0	0	0
523	0	2844
0	0	12
0	0	70
268	1797	580
0	0	0
5025	12708	9702
13	92	213
5430	5867	7370
2941	5214	5834
0	0	0
20141	38231	42359
1621	2866	7712
73459	145942	462340
20	1976	2995
0	3	2
2	5286	316
0	7	0
0	0	0
13508	17180	4651
429	1159	3897
0	23	100
6	1498	505
4803	6008	9148
61517	5304	16683
0	0	0
0	0	0
2	2	0
0	0	0
0	0	0
120	6	36
0	0	0
311	8	24
223	6518	3739
7019	17000	15307
120	1872	976
58	114	55
328	880	3919
0	0	1
0	0	0
17317	36028	35856
10658	1832	15683
60	490	103
2	26	1619
68	2258	630
267	1365	1363
15871	6339	44608
0	0	2
3	2	3
2140	782	68
6262	6513	9522
13681	21664	27135
1	2	2
5612	9699	7908
24390	46099	53529
427	633	113
3926	1415	4117
6220	11309	12885
5061	8689	26042
10138	12315	17559
3733	3096	7979
1996	3257	6115
8724	1951	4175
35627	156358	49912
3704	3990	16613
593	1360	5827
4917	20093	11458
0	1	2
2707	7356	13488
4	5	7
0	0	0
0	0	2
0	0	0
2	0	14
158	2444	12
1	4	1
0	0	0
0	0	0
0	0	0
0	0	0
0	6	0
32	135	37
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12913	21035	60379
563	2127	2637
92	326	3720
7776	9134	16634
21	16	936
1815	5404	6498
1758	2861	11149
0	0	0
4	2	6050
0	0	0
0	0	0
393	6	12868
24649	130003	147291
0	2	1
20	14	620
1570	9991	1960
0	1	5842
0	1	469
0	0	20
0	1	12
0	0	2
0	0	16
0	0	0
0	0	2
0	0	3
0	2	0
0	0	0
0	0	0
0	0	3
0	0	11
34	4	50
24	2	8
0	0	0
0	1	0
26479	38362	62424
0	0	990
14957	21086	32345
9192	7373	2044
918	7443	15696
7104	14363	2682
3754	6932	15079
190	137	524
0	3	5
0	0	20
4221	16216	14676
13	3	16
3	2	0
0	1	0
445	969	1088
923	8957	5953
4	52	4
1428	5037	9142
0	0	17
1	0	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
5241	9120	13379
41055	26813	43212
8413	4467	12770
194	248	407
579	1363	3261
19108	36966	44717
1517	6596	177
0	0	0
0	0	0
11154	15042	18794
4	2	18
0	0	0
0	0	0
6	0	5
62	35	58
0	0	0
32	0	2
8	8	16
158	709	2564
2836	2272	4438
12	38	279
4	30	124
0	0	0
2	0	18
0	0	0
0	0	2
0	0	0
0	0	0
381	1259	19758
1984	6437	11164
7492	14425	20256
3915	3343	9043
3144	4333	6944
873	1555	2376
878	1103	23703
1002	875	19595
2	0	660
153	397	5050
0	0	1
0	0	0
1	0	8
16818	226	13530
113	76	56519
0	0	0
37	304	110
1017	2291	2809
4	24	6
3	131	8
38	116	4
8973	7872	10839
2372	2247	2055
0	0	0
9594	4370	18329
2443	5312	6240
372	326	1095
3	0	533
0	2	1715
0	0	10
2	0	184
2	15	37
1367	13450	10271
0	0	0
0	0	2
0	1	7
9213	8962	11442
3323	729	30
1850	2310	11271
205	112	9
41526	185	16958
115	395	479
5551	13060	24235
23713	24078	35618
2	0	4
0	0	2
2	8	7
0	0	4
8	10	2
2	2	58
0	0	11
4873	9318	15536
123	341	2
2	0	486
31582	39343	103438
515	363	1171
733	2744	153
0	0	0
1	2	5
2	56	12
446	48	227
0	96	20
1622	5070	49409
203	15231	249
1719	26842	9442
10	23	51
8111	8919	22595
5085	7092	9657
98126	20317	7732
8586	3327	4850
4658	8314	28431
1145	15349	1627
11846	20852	32254
22	446	216
14343	24227	35102
1415	5592	12860
24063	469	10096
59	271	283
41	246	949
10	99	193
6428	9706	17534
129	30	85
428	742	6645
6159	5244	7483
10129	9276	15268
5690	16665	3421
0	0	15
0	0	0
0	0	8
1	2	3
11	44	824
4	1	4
19	6	10
5396	8281	9898
13	2	54
1457	3860	48377
0	7	4
1949	2872	6791
555	2076	3304
0	4	0
0	0	0
0	0	1688718
17	2882	142
0	0	790187
0	3	25246
9383	9784	24204
12	329	152
14194	18269	32819
1	2	0
3261	6967	484
10	243	180
3	3	97
0	0	757
0	2	795
6	0	2024
0	0	181
0	0	972
0	0	2
0	0	0
0	0	0
0	0	3
0	0	687
0	0	1686
5	0	404
0	0	2
870	243	135
782	2060	253
4	64	72
112	1513	497
281	165	368
0	0	0
1167	209	36714
0	0	0
70	85	32
17	32	5335
11763	16739	92763
9873	13332	27224
6867	5617	10000
1265	1536	1707
2114	2353	2947
0	0	40
211477	242	1064903
123	2	110
8	398	242
6	14	30
1059	203	1156
4	2	2
246	0	4
0	2	0
24	66	251
1279	38717	3597
5650	8310	1608
9849	9584	1274
26	43	13
0	0	3
2902	2961	8045
7970	17861	34658
105	866	433
3360	22145	2595
4314	813	733
0	2	0
699	2	201
350	531	1248
10	79	156
242	874	670
151	687	223
7272	8785	16830
10	56	3202
3510	8057	10914
75	345	975
1383	770	2132
26	18	938
45	25	1067
2015	5442	7559
1443	152	43090
0	0	0
293	16	15971
1532	2310	4109
11	8	31
1360	1668	1744
13	29	6799
129	15	1371
68	48	163
1033	785	11976
4	196	59
0	67	376
5	68	4
1626	6179	15694
22146	30687	35816
1	0	438
4904	458	1311
56	139	6185
0	74	3
0	31	0
19	351	1065
0	0	0
42	1398	359
3106	4507	2673
2	4	65
3922	44959	912
3	8	8
14399	24400	55782
0	0	0
6674	3143	11327
4401	8284	22972
5540	7945	29059
6976	6777	12992
3302	4722	9920
81	70	4515
32	73	118422
10	0	80
60	56	557
0	0	0
140	5	18
1165	1449	2537
4990	5958	7726
8	14	30
10621	18323	95704
0	0	2
11	1	25
5874	22834	3005
10718	25895	25787
5564	4604	11974
8274	7051	9495
9	11	1
0	4	489
2999	6252	14537
852	1886	7259
735	873	59
3675	1450	5626
505	638	1292
3228	4882	9437
3104	7034	15476
18	16	27
6006	8994	10130
15587	14629	572
1744	7761	17083
6501	21429	37937
2	3	2
0	52	598
0	0	1
8023	13351	13537
303	307	6424
2916	9811	9419
6012	10404	23488
256	1993	3966
13906	7533	31831
16061	22073	28433
692	3056	4819
1648	4147	7583
4204	4042	4466
14826	5769	12131
7301	2369	7990
16462	13936	59776
4564	1245	4671
82	555	461
15	50	3243
43493	8147	20088
378	2919	22139
4191	6567	7058
2	0	6
54074	925	36230
58848	526	38205
2476	8861	8678
26	160	624
960	576	130
10	2	0
20	1029	96
228	4281	870
98	5346	628
9168	4085	58133
164	283	3008
5325	8493	18068
32101	17532	28326
19559	13334	16241
3262	12974	10285
4242	3064	10995
20	5	29
16842	18235	31544
12507	26451	20625
1	4	2
0	1	12
0	0	0
773	3468	9313
0	0	2
17741	11925	9522
9062	4078	5589
2	8	11
44	177	8261
7446	32829	71545
5	3	1970
43481	78923	80374
80	107	304
0	1	0
0	0	1
340	1537	28076
330	240	383
3354	1582	4029
139	26	118
56	285	145
3499	10341	8819
183	3872	1220
0	0	0
1	67	2
6838	39927	12628
18	7	22
2861	20234	4959
24621	15673	11668
450	10477	110
3212	196	70
1362	2402	43
1198	559	832
349	2201	107
3830	3550	1070
4950	2394	843
14	10	15
21903	8819	9595
7	40	332
26	1024	189
1	7	38
3081	5825	22153
6	0	99
0	27	914
0	0	0
0	0	0
0	0	2
0	0	0
0	0	5
2581	5509	30413
12434	6530	3038
42	0	4069
308	133	566
0	0	3
172	1489	6521
794	382	40
36	8	534
4	28	1660
0	0	0
3349	4493	7414
44	133	95
182	428	989
64862	3000	38215
7762	4191	98083
16662	33638	49421
0	3	15
276	964	621
26	113	27091
30	34	84
3673	23789	32359
0	6	21
0	3	250
0	1	60
2	10	16
100	53	109
3	0	4
0	0	2
10344	14	8019
1356	1595	7968
2	0	0
194	41	12
34	3460	971
153	139	874
877	295	663
0	0	0
400	1084	1567
331	799	525
440	437	360
6585	1677	6887
0	1	0
54	17	1816
1573	2803	1140
3	2	1
0	0	0
1322	5614	1552
0	0	0
8	15	2
1387	4981	7619
5595	4612	1387
1	0	2
157879	28933	233908
0	2	6
1	0	0
38	0	1732
6866	3196	1926
5227	1312	3098
3967	4126	12072
3588	4554	22274
72	189	192
0	0	0
18	29	32
1	0	87
7889	4507	6621
171	3724	810
1159	203	1056
169485	33539	185126
3	14	497
23	59	48
1569	3844	6516
74	10	4770
0	6	90
0	0	0
1005	1295	10433
0	0	22
11087	18990	37969
0	0	50
4	12	172
0	0	0
91	1987	4772
0	0	4
2	2794	2
0	10	3431
26673	12957	52939
34	3	114
0	0	27
0	0	0
0	0	0
0	0	12
3008	11960	5142
454	754	1060
0	1	1
28	452	3348
0	0	0
1846	8273	2283
4998	26926	12363
590	20442	1954
0	1	0
0	0	0
497	3905	3328
1532	1399	2236
2059	5192	1176
0	0	0
4905	2016	3195
68	10	101
1242	2627	2720
0	2	52
4373	6714	7994
17325	30535	143141
3422	15724	6440
4	141	158
684	18012	8395
18	326	287
150	39	449
136	10368	1032
0	0	30
2	0	1206
48	313	674
125	648	2645
3	131	1626
111	0	13
14	0	5711
2	2	23
6	28	1987
2	3	3
4	212	14393
4	358	14579
0	0	0
30	722	7882
18042	267497	68114
0	115	20
48	1618	4835
0	4	0
0	0	1
6	4	10
44	36	19
0	4	18
0	8	10
0	0	19
0	0	0
5645	15152	24091
0	0	2
2336	15042	14518
5920	7830	13760
3069	5497	6284
128	55	416
28976	256008	140644
9	3	13
0	0	0
35	0	72
0	0	219
0	2	0
19	43	89
7920	8138	12897
26592	26812	9282
1	0	466
2	4	13
26579	31808	18301
1429	369	6662
0	22	1992
1529	345	265
5400	17656	17994
118	3	65
0	0	0
654	3604	6276
8	1	17046
15	0	28
0	0	277
2	2	20
49	10	9
51177	135428	71833
14534	21495	35532
2	10	11
52	382	6109
914	6392	3810
39832	80096	138772
0	1	2
0	0	0
98	238	748
102	2634	6486
17814	20508	4086
947	9703	29146
86	259	90
82	201	62
14	0	1116
1	4	271
6070	1950	5894
4260	3330	6533
6907	12479	15561
993	708	1878
2	45	284
62	30	23
0	0	7
15161	1189	66025
268713	82684	189186
5389	1337	7944
3	1	17
1573	2	2261
0	0	0
66	77	101461
6160	6410	46781
2448	1888	7902
10546	16079	15929
4	3	24
9450	2677	7559
4111	3074	4972
433	813	5775
2	10	16
7162	6381	27158
0	0	0
0	0	0
52707	20931	38412
14061	16106	12725
1037	5465	7000
1003	8587	4576
672	542	852
42	383	397
3320	6230	8348
378	541	1661
1461	2527	2940
31139	38	1408
23	51	100
4917	6883	9326
20555	41435	68611
12	4	5
3894	3142	5869
2477	10090	21034
2	0	27
1	2	140
0	0	0
2972	3940	1184
11285	13775	34498
11	2	12
1240	926	1852
9384	7091	14696
12257	13781	26782
21	388	18678
2120	4435	6090
219	125	760
216	861	1628
464	2310	1510
997	275	90
1	0	0
1	1	3
995	4378	363
32	291	190
114	139	81
13	62	31
6	340	95
2486	3556	10392
0	0	0
5	0	49
0	2	48
0	0	0
140	2714	28485
55	103	132
0	0	0
0	0	0
65	202	498
3716	9816	19367
20632	17171	18269
15320	6317	15617
6394	6029	7329
761	2064	1956
0	2	0
487	1261	1729
0	1	4
6296	13147	12424
25855	52216	86703
94	304	279
41498	10792	44561
3107	3794	8416
2341	4757	8874
6559	11301	19640
3088	3791	509
8681	9397	16400
22179	9681	23860
1832	5275	12601
0	0	1
1	1	25331
81121	66558	185292
0	2	16
3441	7393	31557
16787	13407	20841
2448	1289	2702
59	8	23
7614	1226	5854
0	4	40
3	2388	80
2	7	392
0	89	69
0	2	10
2	128	861
2	0	113
0	0	3
793	679	420
3687	2859	383
5624	346	16
8489	1004	212
350	277	390
0	28	1
6511	4649	11241
23572	1108	25284
808	3779	4952
91	39038	3733
2645	10781	7878
2	10	82
6	66	513
3376	10379	11299
70625	120132	186401
11643	21157	21190
87	2211	918
9388	14859	16998
3220	877	3727
8009	6983	19522
0	0	2
1768	9757	14292
13562	4327	3689
82	399	1160
4589	4625	27660
2671	2826	4559
25911	127354	59730
1725	1502	110
2967	235	119
7089	50040	38848
0	0	7
3855	6434	9417
63563	20445	21978
4706	5189	23233
170	977	1538
12	205	1411
2	53	413
26159	26315	41400
550	1128	1153
4	3	7
5454	5506	9340
175	77	304
0	0	2
0	0	1
6098	12010	9228
5740	15124	5365
15	469	932
4	23	52
95	762	1632
1566	3189	5373
26037	72845	262068
31	152	2559
750	373	13689
10928	5450	13238
745	2	220
1	1	1484
3529	5772	13907
70	699	6949
9	4	79
630	25	339
18312	28417	90003
4180	12666	5536
3616	2878	371
3232	2899	6092
1871	3407	3614
2862	9623	7415
14	232	361
10079	7098	20400
1764	5842	6210
21	23	550
0	0	0
995	749	1148
71	372	121
587	505	1073
0	2	0
16029	13115	13671
0	0	0
2889	3421	5661
16005	22059	67321
16964	26033	73667
154	129	111
97	303	121
120	50	27
80	59	26
1150	871	210
0	26	6
15	7	121
3	5	882
151	148	230
4735	4526	6436
16191	13319	26931
1394	4330	2488
730	5410	268
103	3	131
10181	29	7552
28	1	10
14326	10233	37077
10888	9666	31683
4	1	4
1	1	1
0	0	4
0	0	2
6168	10919	1032
5550	6568	2167
8	0	0
0	0	0
23	2	5
25867	7350	20104
8080	2420	4180
1038	85	479
60	503	149
3729	3200	4425
10792	12292	14477
12	14	20
48	176	134
1896	4171	19887
0	1	2
20818	3846	26848
13002	2818	13393
4321	2790	4988
45049	4091	11097
1383	1123	3227
121	145	1034
8001	3494	122553
17054	6590	2040
208	8	3247
5492	2442	4961
2956	8134	4171
8499	497	92
2	0	0
184	158	4728
0	0	0
1	0	3
0	80	261
0	0	40
0	0	61
4	0	35
3305	3971	14337
5694	5167	11624
1	1	122
42	0	0
28	802	32
326	1040	251
0	0	0
176	398	340
594	1154	1618
288	831	264
0	0	0
64	480	562
8920	9528	10902
5868	76	608
72	424	3850
2	35	57
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	10	1
0	393	13
0	1	0
202	298	2948
1252	2047	4446
4398	13070	24032
0	0	0
0	8	1904
3860	5527	5134
76	38	2522
0	1	4
28	98	11492
229	318	326
0	0	1
22	92	23178
75158	3016	57009
10706	22098	31827
0	1	1
3	3	29905
76	1166	2615
1355	1275	1697
3511	1511	7628
4202	4920	10519
8567	1315	3673
98	735	179
0	0	0
26	27	64
2	4	196
150	84	1590
4179	1396	8970
4942	22021	33309
406	36	2554
0	0	466
5086	8003	10643
2	2	172
0	4	431
0	2	79
0	0	0
7425	9940	10842
454	22	320
1396	1099	2960
777	652	9157
130	1134	445
2323	1191	12815
3	1	3
38511	63052	90145
54	566	307
9773	11539	14754
3876	6091	12553
1344	5824	6770
16404	39194	39769
1915	17299	29753
9583	19114	29101
0	239	1790
0	0	0
4273	5369	7679
2	0	2687
1	1	5090
3643	3844	12007
14686	9398	19461
16939	24985	49950
0	12	221
92	569	551
1547	1611	1687
25234	535	12004
3	0	1
6479	13284	17959
11378	10991	18670
119	0	18
315694	21904	95116
1760	1565	3219
1099	3218	1512
324	0	22
0	3	288
0	1	10
0	0	9
0	0	0
0	25	546
1	0	9
0	1	4
6	0	8
19856	935	11319
1481	14085	19820
11	66	39
0	0	0
6817	567	1371
3	0	2
0	0	3
24	0	3700
16	66	2109
1312	15758	14650
219	3230	4756
65	1063	489
3681	5460	11209
0	0	0
0	0	0
0	0	0
86	84	4
1880	8184	10733
6529	3553	3945
1	0	95
0	0	0
0	0	0
8	2	7
1335	1987	23144
32	48	2750
0	1	365
23	181	346
4515	7394	13256
27	200	515
36	1797	12051
870	832	1040
5261	984	3057
10521	34024	4394
770	895	348
5461	2131	3112
2	0	3
12041	19704	92063
4	0	44
0	0	0
0	0	0
0	0	0
4345	7	3992
0	0	124
1594	4978	14152
0	6	18
458	93	1300
1948	3787	21721
10	166	102
72	0	153
3	0	3
1698	2219	4355
162	300	5279
59044	18256	26907
225	192	233
59	2189	8808
42	1199	1630
2	16	21
134	1987	5690
52658	91	9762
89	25	162
0	0	10
9	3	115
3988	12975	59033
4453	186	6558
10680	38	325404
13642	4923	332194
5656	5374	1972
1098	3129	1420
273	2069	832
2333	6905	4774
942	4034	1629
175	2347	42
238	1083	41
219	2407	660
1	32	75
12	259	179
26494	24926	54188
920	1963	2533
0	288	2
0	0	0
1	3	11
0	7	33
152	3789	778
5727	30854	28804
44	78	198
642	1271	449
17289	16929	58079
31572	181150	67963
8	1702	35
1875	11672	6188
4138	2997	3039
6036	6242	3292
1151	1871	1441
40	150	385
0	0	18
0	0	0
370	2161	1096
1716	1803	2736
56123	4900	8578
1694	120	525
0	21	1687
0	4	22
49	11	2583
0	0	33
16	170	1007
2828	2132	5639
3329	2432	5919
226	790	125
1003	66	5363
336	1596	1163
682	209	6429
2042	1023	7653
2525	5471	923
1	10	0
6349	10279	17921
0	0	2
26	0	537
1650	2057	4397
2752	7273	5234
0	2	1032
391	1996	5548
2	7	27
1	0	5
47192	25149	27636
132	19	49
24	50	1028
914	2155	2743
8672	5717	19134
1	2	1
56176	851	6333
37	10	1617
664	6084	225
15464	2348	11024
830	728	12065
6441	8991	18532
152	5757	2326
44	410	55
254	670	3070
1988	3845	9008
6958	4467	12898
18	40	1759
2	16	23
37	1165	1454
17	175	282
855	5994	4451
7	61	78
196	32	24845
5715	13384	7458
2	1	2
2001	6843	431
4104	3775	8916
3158	4080	38818
5	0	3
3660	2	743
3	0	0
2319	3360	3354
0	0	87
63	22	1066
11	2	13
8443	1372	966
787	3838	500
518	40	927
0	32	23
1532	7595	8380
350	3149	5271
198	695	273
72	108	2924
38778	93969	143610
4	92	91
2581	1933	3404
19	12	2
1	2	44
0	0	445
6085	9540	9113
3415	3710	5593
520	1839	6917
34	1132	6196
0	4	17
4479	10060	8423
2886	13905	23035
0	0	0
3765	11052	21265
5778	5293	15295
74902	22466	171187
72655	20765	127055
17	0	3
7	2	534
0	0	6
0	0	16
0	4	3
219	78	450
3567	32536	2557
4079	18384	13213
23	78	123
24	42	1696
0	1	0
616	6	253
7039	9166	623
1723	1378	5273
35	623	426
2670	2867	9396
17759	7716	49775
19167	10177	61403
391	1138	971
0	0	0
17	720	1794
0	17	643
0	0	0
1858	13858	9272
5062	1717	4397
384	389	3402
1995	2902	5718
25657	3265	3972
0	0	1
0	0	5
544	1065	22580
4	18	220
22956	27562	33746
13	0	71
2	0	1
0	2	2
2	0	441
0	6	4892
0	0	16
4693	7982	13771
28	179	31313
0	0	0
1	0	0
7470	6668	5235
2614	3371	5310
0	0	0
360	4010	8326
346	3062	7514
6513	3267	4603
930	4666	1944
0	4	1
249	302	1040
844	1252	2319
4	0	1326
1529	2914	3074
0	336	11
0	9	36
5183	8908	6566
9759	21568	10020
0	0	2
6074	8006	7471
23	19	7
13	0	91
1525	4605	6945
20664	1800	46493
2959	5034	5565
14248	11424	17294
0	11	286
3589	5296	7792
304	4327	8945
11964	38145	5461
167	665	344419
0	11	21
550	4473	440
9462	25849	72321
4	32	82
0	0	0
0	1	2
5918	4320	8574
0	2	462
333	3014	3261
4418	4922	26080
5892	8556	34384
18302	39467	50251
3410	4449	4757
3045	2758	2352
1560	2093	2418
13437	21674	25353
61959	47352	91841
10971	16761	15998
7932	6111	14517
89	263	245
2922	8878	10316
0	27	5
441	886	1252
2338	3613	16680
2	204	16978
1	6	1
579	1189	4494
2305	10911	13507
4639	5596	9361
9282	16497	23870
0	2	2
66	244	680
0	24	21
3641	8554	6578
85	4	310
1243	6007	2577
0	3	891
0	0	0
0	17	11
6	14	2269
10	95	465
7851	29354	25366
1	0	9
83	811	12504
0	0	8
0	0	2
1	36	1159
396	7094	18809
2	0	2
1950	5937	25395
2487	8134	17871
74	655	3715
9845	1357	8868
2809	5845	10749
741	1867	1507
6	499	179
6	27	112
187	2090	4506
4	24	8895
14022	7584	16461
7	55	2765
0	0	4
0	0	1
1274	6995	4338
52	330	1383
0	2	892
3	6	6540
866	605	1198
6647	8774	13817
632	335	3804
988	2695	2825
13	38	6673
409	2359	2166
17483	127751	111540
6	15	556
117	16	857
73143	302	42189
2069	4255	4061
5803	14263	23043
11	20	338
26	8	2892
2	0	2
11	7	45
3384	9216	9481
23940	1185	6089
30	55	10931
910	1463	2362
2	2	6
283	561	4549
8421	11289	18699
853	2650	7654
3238	1867	3781
4816	8591	32939
6632	13763	30913
104	247	603
12	2	7606
11447	6425	13072
20	69	1314
28532	159010	470571
0	0	955
893	1079	2145
32561	22866	52744
5509	1246	2097
6608	6726	8343
1371	1821	2879
467	12289	43656
4998	1652	9112
27	238	291
343	499	1125
0	0	6
4461	9259	8881
1564	3940	4199
9	22	468
0	73540	785
0	2	42
2	7	34
0	0	6
2696	4958	3701
115	5160	11
202	2007	1355
4545	15864	22492
0	0	128
0	0	1
1322	2249	9269
17322	27531	42135
2117	5370	7957
13	17	37
